iati_identifier,text,Climate change,Climate mitigation,Climate adaptation
44000-P125298,"Lao Eight Poverty Reduction Support The PRSO8 (and PRSO third series) seeks to support policies that ensure sustained growth and improved revenue mobilization in the medium term, thereby increasing resources available to be used for implementing the Seventh National Socio Economic Development Plan (NSEDP  7). Progress in these policy areas will enable a continuation of good macroeconomic performance, sustainable and inclusive growth, progress with poverty reduction and MDG achievement. As programmatic budget support, the PRSO program contributes to funding predictability, and the associated dialogue between the government and donors to ensure policy prioritization and donor coordination.  At the same time the reforms supported by the PRSO will ensures that scarce available resources are deployed more strategically and effectively.",0.0,0.0,0.0
44000-P164813,"Lao PDR Competitiveness and Trade Project The Development Objectives are to simplify business regulations, facilitate trade, and improve firm-level competitiveness.",0.0,0.0,0.0
44000-P163730,"Lao National Road 13 Improvement and Maintenance To improve the road condition, safety and climate resilience on critical sections of National Road 13.",0.49,0.0,0.49
44000-P170559,"Lao Landscapes and Livelihoods Project To promote sustainable forest management, improve protected area management, and enhance livelihoods opportunities in selected landscapes in Lao PDR.",0.68,0.51,0.17
44000-P130512,"Lao PDR Second Trade Development Facility Project The project development objective is to support the implementation of government's trade and integration priorities outlined inthe2012 DTIS Roadmap, and in particular to contribute to improved competitiveness and diversification, focusing outside the naturalresource sectors.",0.0,0.0,0.0
44000-P090693,Lao Environment and Social Project To strengthen the management of environmental and social issues associated with the sustainable use of natural resources in Lao PDR.,0.0,0.0,0.0
44000-P131201,Lao PDR - Small and Medium Enterprise Access to Finance Project This project aims at providing long-term funding sources for banks to provide long-term credit to SMEs. The project will support the growth of privately-owned SMEs by increasing the supply of long-term finance provided by commercial banks and by strengthening thecapability of the Department for Small and Medium Enterprise Promotion (DOSMEP) to formulate and implement public policies that promote access to finance for SMEs.,0.0,0.0,0.0
44000-P130222,"LA-Scaling-Up Participatory Sustainable Forest Management To strengthen participatory sustainable forest management in targeted production forest areas, and forest landscape management in targeted provinces",0.44,0.39,0.05
44000-P161473,Agriculture Competitiveness Project The Project Development Objective (PDO) is to increase the competitiveness of selected agricultural value chains in the project areas.,0.35,0.12,0.23
44000-P160930,Lao PDR Southeast Asia Disaster Risk Management Project To reduce the impacts of flooding in target areas and enhance the Government's capacity to provide hydro-meteorological services and disaster response.,1.0,0.0,1.0
44000-P078113,"Second  Education Development Project Primary Enrollment and Completion increased in the 19 poorest districts in the 6 poorest provinces, quality improved, and capacities strengthened to develop policies and strategies to monitor and manage primary education.",0.0,0.0,0.0
44000-P101750,"Lao PDR Customs and Trade Facilitation Project The objective of the project is to facilitate trade by improving the efficiency and effectiveness of customs administration and simplifying customs procedures to eliminate duplication and redundancy, reduce transactions costs and time to clear goods, and increasetransparencyand accountability.",0.0,0.0,0.0
44000-P149599,Power Grid Improvement Project The project development objective is to help improve efficiency and reliability of power distribution in the selected load areasserved by EDL.,0.75,0.75,0.0
44000-P104806,Mekong Integrated Water Resources Management The Project Development Objective is to improve water resource and fisheries management in selected areas of the Lower Mekong Basin.,0.0,0.0,0.0
44000-P151425,"Lao PDR Health Governance and Nutrition Development Project The Project development objective is to help increase coverage of reproductive, maternal and child health, and nutrition services in target areas in Lao PDR, and to provide immediate and effective response in case of an Eligible Crisis or Emergency.",0.0,0.0,0.0
44000-P174169,"Micro, Small, and Medium Enterprise Access to Finance Emergency Support and Recovery Project The project aims to enhance access to finance for MSMEs in the context of the COVID-19 emergency and recovery",0.0,0.0,0.0
44000-P145544,Early Childhood Education Project The objective of the project is to increase coverage and improve the quality of early childhood education services for 3 to 5-year-olds in target districts,0.0,0.0,0.0
44000-P173407,Lao PDR Global Partnership for Education III: Learning and Equity Acceleration Project To improve learning outcomes in primary grades in target districts and strengthen teacher and system performance in Lao PDR.,0.09,0.06,0.04
44000-P178545,"Community Livelihood Enhancement And Resilience To improve rural livelihoods and consumption of diverse foods for targeted vulnerable communities, and to respond promptly and effectively in case of Eligible Crisis or Emergency.",0.26,0.08,0.18
44000-P167601,"Lao People s Democratic Republic Civil Registration and Vital Statistics Project To improve coverage of civil registration of vital events, particularly births and deaths in Lao PDR, with the establishment of a functional electronic civil management information system.",0.0,0.0,0.0
